Furnace_temperature;Exist_temperature;Annealing_temperature;Thickness;Width;Sulfur_content;Copper_content;Nickel_content;Chromium_content;Molybdenum_content;Vanadium_content;Niobium_content;Total_Al_content;Acid_soluble_Al_content;Titanium_content;Boron_content;Tin_content;Arsenic_content;Zirconium_content;Calcium_content;Lead_content;Ceq;Pcm;Antimony_content;Nitrogen_content;Oxygen_content;Tungsten_content;yield-strength;tensile-strength;elongation
1206;878;582;7.0;1250;0.0029;0.0138;0.0121;1.0273;0.0013;0.1227;0.0029;0.0222;0.0202;0.0022;0.0002;0.0016;0.0038;0.005;0.0021;0.0001;0.8861;0.6238;0.001;0.005;0.002;0.0;952;1119;13.0
1189;841;574;4.0;1500;0.0112;0.0098;0.0044;0.0117;0.0016;0.0002;0.0001;0.0311;0.0281;0.0007;0.0003;0.0019;0.0024;0.0008;0.0007;0.0008;0.2106;0.1717;0.0001;0.003;0.0;0.0;391;458;39.5
1169;827;442;9.5;1195;0.0035;0.0112;0.0061;0.0156;0.002;0.0024;0.0018;0.0394;0.0371;0.0331;0.0003;0.0039;0.004;0.0;0.0005;0.0001;0.3;0.2;0.0001;0.004;0.0;0.0;466;572;27.5
1196;887;639;2.3;938;0.0098;0.0113;0.0061;0.01;0.0022;0.0001;0.0001;0.0416;0.0391;0.0001;0.0014;0.0006;0.0026;0.0003;0.0003;0.0001;0.0698;0.0538;0.0001;0.002;0.003;0.0;186;295;46.0
1158;853;585;2.75;890;0.0081;0.0066;0.0053;0.0137;0.001;0.0001;0.0001;0.0317;0.0274;0.0003;0.0002;0.0012;0.0033;0.0;0.0003;0.0001;0.18;0.15;0.0001;0.003;0.0;0.0;338;434;37.0
1213;879;584;3.0;1045;0.0052;0.0115;0.0089;0.0166;0.0044;0.0001;0.0067;0.0349;0.0329;0.0008;0.0;0.0013;0.0036;0.0014;0.0003;0.0006;0.2849;0.1306;0.0004;0.004;0.0;0.0;422;492;37.0
1190;908;680;4.5;1182;0.0072;0.0149;0.0066;0.0135;0.0024;0.0003;0.0001;0.0283;0.0256;0.0007;0.0014;0.0013;0.0028;0.0003;0.0003;0.0005;0.0494;0.0383;0.0002;0.001;0.003;0.0;235;311;50.0
1192;871;561;7.0;1180;0.0031;0.0095;0.0043;0.0124;0.0001;0.0002;0.0259;0.0236;0.022;0.023;0.0;0.0013;0.0028;0.0057;0.0007;0.0001;0.2786;0.1414;0.0007;0.003;0.0;0.0;494;561;32.0
1226;850;521;2.0;1270;0.0037;0.012;0.0054;0.015;0.0001;0.0005;0.0293;0.0291;0.0245;0.0147;0.0;0.0009;0.0026;0.0031;0.0006;0.0001;0.1953;0.1067;0.0007;0.003;0.0;0.0;491;552;26.0
1216;867;657;4.5;1145;0.0011;0.3144;0.0099;0.5976;0.002;0.0029;0.0026;0.025;0.0233;0.0915;0.0002;0.0013;0.0026;0.0026;0.0029;0.0001;0.305;0.1592;0.0006;0.003;0.002;0.0;650;680;27.5
1218;838;550;3.0;1030;0.0029;0.0119;0.0045;0.018;0.0001;0.0004;0.0561;0.0206;0.0185;0.0341;0.0;0.0009;0.0027;0.0043;0.0025;0.0001;0.3356;0.1576;0.001;0.003;0.002;0.0;639;675;48.0
1207;842;552;8.0;1260;0.0071;0.0116;0.0048;0.013;0.0014;0.0002;0.0001;0.0347;0.0329;0.0008;0.0001;0.0027;0.0026;0.0016;0.0016;0.0016;0.2447;0.1707;0.0006;0.004;0.0;0.0;409;486;28.5
1208;859;540;2.3;1267;0.0077;0.0101;0.0071;0.0152;0.0034;0.0001;0.0005;0.0352;0.034;0.0133;0.0012;0.001;0.0022;0.0009;0.0003;0.0003;0.2543;0.1826;0.0002;0.003;0.0;0.0;392;492;27.0
1224;838;522;3.0;1450;0.0022;0.0126;0.0056;0.0141;0.0001;0.0001;0.0106;0.0182;0.0171;0.0018;0.0002;0.0012;0.0031;0.005;0.0011;0.0001;0.3478;0.214;0.0009;0.004;0.0;0.0;521;601;30.5
1186;880;577;2.75;1130;0.0111;0.0123;0.0056;0.0118;0.0025;0.0001;0.0001;0.0246;0.0232;0.0004;0.0001;0.0027;0.0022;0.0005;0.0005;0.0001;0.116;0.0748;0.0001;0.002;0.0;0.0;284;384;44.0
1193;905;682;4.2;1239;0.0077;0.0148;0.008;0.0178;0.0032;0.0001;0.0003;0.0333;0.031;0.0003;0.0013;0.0021;0.0024;0.0005;0.0003;0.0001;0.0531;0.0399;0.0001;0.001;0.002;0.0;214;306;56.0
1196;831;551;2.55;1200;0.0036;0.0123;0.0074;0.0187;0.0001;0.0001;0.0015;0.0456;0.0434;0.0204;0.0001;0.0016;0.0025;0.0033;0.001;0.0001;0.3487;0.2374;0.0006;0.005;0.0;0.0;482;604;26.0
1203;844;579;2.0;1300;0.0147;0.0106;0.0078;0.0089;0.0018;0.0001;0.0002;0.0279;0.0253;0.0004;0.0002;0.0017;0.0031;0.0006;0.0003;0.0001;0.2225;0.175;0.0001;0.004;0.0;0.0;351;462;42.5
1182;856;640;2.5;1015;0.0104;0.0091;0.0041;0.0075;0.0028;0.0001;0.0001;0.0198;0.0154;0.0002;0.0001;0.0005;0.0024;0.0001;0.0003;0.0001;0.1921;0.1461;0.0001;0.0;0.0;0.0;304;420;34.5
1189;862;637;2.0;932;0.0062;0.0094;0.0054;0.011;0.0008;0.0001;0.0001;0.0378;0.0321;0.0001;0.0015;0.0017;0.002;0.0;0.0001;0.0001;0.06;0.05;0.0014;0.003;0.002;0.0;251;336;48.0
1222;817;517;11.5;1465;0.001;0.0145;0.0058;0.0193;0.0001;0.0001;0.0299;0.0226;0.0217;0.0213;0.0;0.0012;0.0031;0.0056;0.0029;0.0001;0.3436;0.204;0.0006;0.005;0.0;0.0;514;603;23.5
1189;911;674;4.7;1240;0.0127;0.0143;0.0065;0.0132;0.0021;0.0001;0.0001;0.0386;0.037;0.0001;0.0013;0.003;0.0153;0.0006;0.0006;0.0008;0.0484;0.035;0.0012;0.002;0.003;0.0;213;302;55.0
1169;827;565;5.0;1110;0.0017;0.0111;0.0054;0.0234;0.0017;0.0008;0.0005;0.0292;0.0274;0.0184;0.0006;0.0014;0.0038;0.0015;0.0004;0.0001;0.46;0.31;0.0001;0.0;0.0;0.0;555;636;28.5
1135;868;651;2.75;1020;0.0037;0.011;0.0048;0.0133;0.0021;0.0006;0.0011;0.2385;0.2385;0.0003;0.0001;0.0022;0.0027;0.0011;0.0005;0.0006;0.05;0.05;0.0001;0.001;0.001;0.0;268;396;35.0
1212;844;579;2.0;1050;0.0061;0.0144;0.0061;0.0151;0.0032;0.0001;0.0006;0.0332;0.0301;0.014;0.0002;0.0014;0.0025;0.0009;0.0003;0.0001;0.2961;0.1964;0.0001;0.005;0.0;0.0;366;470;37.0
1229;877;565;5.05;1220;0.0018;0.0167;0.0044;0.0154;0.0001;0.0013;0.0269;0.0279;0.0252;0.0254;0.0001;0.0016;0.0034;0.0051;0.0008;0.0001;0.2739;0.1374;0.0008;0.003;0.0;0.0;524;584;29.5
1238;856;571;8.0;1246;0.0029;0.0133;0.0055;0.0151;0.0001;0.0006;0.0303;0.0199;0.0182;0.0145;0.0;0.0015;0.003;0.0048;0.0024;0.0001;0.2773;0.1466;0.0006;0.003;0.0;0.0;480;562;29.0
1218;855;585;3.7;1080;0.0087;0.0117;0.0057;0.0138;0.0017;0.0002;0.0001;0.0305;0.0274;0.0005;0.0001;0.002;0.0025;0.0011;0.0006;0.001;0.2237;0.1757;0.0005;0.003;0.0;0.0;423;453;37.5
1207;855;623;2.0;1212;0.0106;0.0118;0.0058;0.0149;0.0028;0.0001;0.0001;0.0355;0.0302;0.0001;0.0015;0.001;0.0037;0.0004;0.0004;0.0009;0.0765;0.0586;0.0003;0.002;0.003;0.0;250;331;42.5
1221;869;679;4.5;1150;0.0015;0.288;0.0096;0.5716;0.0025;0.0037;0.0053;0.0357;0.0317;0.084;0.0003;0.0022;0.0033;0.0034;0.0034;0.0014;0.2984;0.1589;0.0015;0.004;0.004;0.0;643;670;21.5
1218;845;563;3.5;1245;0.008;0.011;0.0042;0.0092;0.0013;0.0004;0.0001;0.0368;0.0323;0.0003;0.0001;0.001;0.0022;0.0012;0.0006;0.0002;0.0883;0.0603;0.0001;0.003;0.0;0.0;315;383;44.5
1195;851;570;3.95;1250;0.0074;0.0117;0.0059;0.0155;0.0022;0.0001;0.0011;0.0302;0.0275;0.0006;0.0001;0.0009;0.0033;0.0013;0.0003;0.0001;0.2359;0.1274;0.0002;0.003;0.0;0.0;362;435;43.0
1123;878;694;2.61;1180;0.0025;0.0086;0.0065;0.0142;0.0044;0.0009;0.001;0.257;0.2563;0.0003;0.0001;0.0018;0.0021;0.0008;0.0003;0.0012;0.07;0.03;0.0007;0.001;0.001;0.0;210;350;47.0
1225;864;581;4.0;920;0.0043;0.2916;0.1183;0.5867;0.0008;0.0026;0.0006;0.0344;0.029;0.0207;0.0002;0.0048;0.0028;0.0013;0.002;0.0007;0.32;0.16;0.0759;0.0;0.0;0.0;395;489;35.0
1230;874;559;6.0;1580;0.0021;0.0122;0.0067;0.0198;0.0037;0.0001;0.0242;0.02;0.0182;0.0142;0.0001;0.0036;0.0071;0.0013;0.0022;0.0013;0.275;0.1461;0.0008;0.003;0.0;0.0;500;572;29.0
1194;859;582;3.0;1250;0.0045;0.0112;0.0058;0.0139;0.0014;0.0002;0.0004;0.0334;0.0326;0.0008;0.0;0.0015;0.0058;0.0022;0.0006;0.0021;0.2327;0.1219;0.0009;0.003;0.0;0.0;348;430;44.0
1195;824;512;4.0;1097;0.0032;0.0124;0.008;0.0139;0.0001;0.0001;0.0117;0.0312;0.0279;0.013;0.0;0.0007;0.0025;0.0034;0.0008;0.0001;0.1906;0.1026;0.0002;0.002;0.0;0.0;404;461;37.5
1205;839;590;3.5;1100;0.0026;0.014;0.0076;0.0144;0.0021;0.0008;0.0002;0.0315;0.0282;0.0407;0.0002;0.001;0.0045;0.0008;0.0003;0.0001;0.152;0.0881;0.0001;0.002;0.0;0.0;389;463;37.0
1242;818;519;6.0;1220;0.0035;0.0175;0.0063;0.0176;0.0001;0.0001;0.0442;0.0218;0.0202;0.0014;0.0;0.0014;0.0028;0.0068;0.0026;0.0001;0.3535;0.1646;0.0006;0.005;0.0;0.0;582;628;27.0
1187;851;574;3.5;1090;0.0051;0.0119;0.0052;0.0218;0.0005;0.0001;0.0001;0.0301;0.0261;0.0021;0.0001;0.0033;0.0025;0.0011;0.0022;0.0004;0.26;0.18;0.0001;0.002;0.003;0.0;389;483;38.0
1200;850;570;4.0;1243;0.0031;0.0094;0.0047;0.0162;0.0024;0.0001;0.0007;0.0267;0.0246;0.015;0.0002;0.0011;0.0026;0.0015;0.0023;0.0004;0.3751;0.2367;0.0005;0.01;0.0;0.0;463;581;31.0
1210;887;570;3.0;1310;0.0098;0.0132;0.0087;0.0206;0.0015;0.0001;0.0133;0.0434;0.0423;0.0013;0.0001;0.0009;0.0027;0.0015;0.0007;0.0001;0.1143;0.0781;0.0006;0.003;0.002;0.0;384;436;37.0
1206;819;509;3.6;1090;0.0025;0.0124;0.0052;0.0165;0.0001;0.0007;0.0416;0.0315;0.0298;0.0237;0.0;0.0012;0.0035;0.0055;0.0007;0.0001;0.2868;0.1395;0.0005;0.005;0.0;0.0;544;582;27.0
1216;843;582;4.0;1000;0.0008;0.0132;0.0064;0.0175;0.001;0.0001;0.0204;0.0304;0.0287;0.0009;0.0001;0.0015;0.0027;0.0039;0.0007;0.0001;0.1979;0.1035;0.0012;0.004;0.0;0.0;449;502;36.0
1176;855;612;2.0;1050;0.008;0.0122;0.0082;0.011;0.0019;0.0001;0.0002;0.0342;0.03;0.0001;0.0013;0.001;0.0025;0.0005;0.0003;0.0001;0.07;0.056;0.0003;0.002;0.002;0.0;192;295;45.5
1201;841;632;2.0;1438;0.0159;0.0098;0.0071;0.0115;0.0016;0.0003;0.0004;0.0305;0.0277;0.0003;0.0001;0.0009;0.0023;0.0012;0.0006;0.0002;0.081;0.0575;0.0002;0.0;0.0;0.0;166;286;42.0
1195;872;582;2.3;1065;0.0037;0.0141;0.0071;0.0189;0.0015;0.0016;0.0009;0.0449;0.0424;0.0543;0.0002;0.0032;0.0026;0.0;0.0001;0.0005;0.22;0.12;0.0019;0.003;0.0;0.0;534;578;31.0
1199;866;618;2.0;925;0.007;0.0092;0.005;0.0097;0.001;0.0001;0.0001;0.0339;0.03;0.0001;0.0017;0.0031;0.0021;0.0;0.0001;0.0001;0.06;0.05;0.0017;0.002;0.003;0.0;262;341;42.0
1206;824;524;3.9;1500;0.0032;0.0168;0.007;0.0229;0.0075;0.0002;0.0107;0.02;0.0161;0.0023;0.0002;0.0014;0.0031;0.0016;0.0006;0.0007;0.3461;0.214;0.001;0.004;0.0;0.0;503;588;26.0
1206;817;559;6.9;960;0.0093;0.013;0.0064;0.0148;0.0018;0.0001;0.0001;0.0371;0.0353;0.0006;0.0001;0.0017;0.0025;0.0011;0.0006;0.0007;0.2035;0.1534;0.0004;0.004;0.0;0.0;335;435;34.5
1239;872;519;2.3;1175;0.0092;0.2876;0.082;0.3291;0.0018;0.0023;0.0013;0.0318;0.0287;0.0025;0.0005;0.0034;0.003;0.0;0.0007;0.0001;0.24;0.15;0.0001;0.0;0.0;0.0;402;517;39.0
1194;893;554;5.0;1216;0.0039;0.0149;0.0071;0.0139;0.0023;0.0001;0.0008;0.0346;0.0329;0.0143;0.0014;0.0012;0.0031;0.0014;0.0004;0.0003;0.288;0.1386;0.0003;0.004;0.0;0.0;342;441;40.0
1201;878;678;2.75;1024;0.0087;0.0072;0.0069;0.0116;0.0017;0.0003;0.0001;0.0238;0.0196;0.0003;0.0001;0.0007;0.0025;0.0009;0.0006;0.0002;0.0685;0.0478;0.0003;0.003;0.0;0.0;250;342;40.0
1180;883;581;3.0;1500;0.0147;0.0128;0.0049;0.0101;0.0017;0.0002;0.0011;0.0288;0.0259;0.0003;0.0001;0.0013;0.0029;0.0018;0.0007;0.0001;0.1152;0.0777;0.0007;0.002;0.0;0.0;268;369;50.0
1211;826;583;4.9;1500;0.005;0.0148;0.007;0.0191;0.0001;0.0004;0.0015;0.0419;0.0393;0.0312;0.0003;0.0013;0.0029;0.0044;0.0009;0.0001;0.2979;0.1909;0.0009;0.005;0.0;0.0;456;544;29.0
1230;820;510;4.25;1080;0.003;0.0114;0.0055;0.0135;0.0001;0.0002;0.0447;0.0255;0.0244;0.0016;0.0;0.0044;0.0032;0.0077;0.0025;0.0001;0.3456;0.1535;0.0011;0.005;0.0;0.0;605;607;28.0
1174;868;587;2.75;1150;0.013;0.0094;0.0052;0.0096;0.0002;0.0001;0.0001;0.0221;0.0177;0.0003;0.0;0.0009;0.0025;0.0009;0.0007;0.0003;0.11;0.08;0.0001;0.002;0.0;0.0;277;380;49.5
1135;873;652;2.75;1040;0.0041;0.0079;0.0052;0.0125;0.0015;0.0001;0.0006;0.2412;0.2405;0.0004;0.0002;0.0017;0.0019;0.0001;0.0002;0.0001;0.05;0.05;0.0015;0.002;0.002;0.0;240;384;46.0
1187;867;601;3.0;1280;0.0051;0.0121;0.0052;0.0165;0.0013;0.0001;0.0091;0.0197;0.0184;0.0016;0.0002;0.0018;0.0027;0.0022;0.0007;0.0015;0.3135;0.194;0.0008;0.004;0.0;0.0;402;498;35.0
1206;851;516;2.0;1130;0.0025;0.0142;0.0074;0.0211;0.0004;0.0003;0.0279;0.0305;0.028;0.0153;0.0001;0.001;0.0028;0.0032;0.0008;0.0007;0.1944;0.1067;0.0009;0.004;0.0;0.0;435;482;25.5
1205;931;679;3.5;1015;0.0122;0.0118;0.0059;0.011;0.0022;0.0012;0.0012;0.0318;0.0306;0.0475;0.0001;0.0015;0.0029;0.0012;0.0006;0.0003;0.0258;0.0115;0.0002;0.001;0.002;0.0;208;291;49.0
1194;837;603;2.5;1250;0.0025;0.0136;0.0075;0.019;0.001;0.0008;0.0007;0.0288;0.0236;0.026;0.0001;0.0013;0.0033;0.0015;0.0017;0.0004;0.3079;0.2034;0.0001;0.005;0.0;0.0;418;532;35.0
1243;890;616;2.75;1085;0.0201;0.0126;0.0044;0.0087;0.0024;0.0007;0.0019;0.0371;0.0347;0.0002;0.0003;0.0012;0.0024;0.0013;0.0006;0.0004;0.0636;0.0448;0.0007;0.002;0.0;0.0;242;334;54.5
1182;843;503;3.7;1295;0.0028;0.0123;0.0073;0.0155;0.0001;0.0007;0.0009;0.0298;0.0271;0.0301;0.0;0.0011;0.003;0.0038;0.0007;0.0001;0.2801;0.1808;0.0008;0.004;0.0;0.0;495;545;32.0
1217;836;583;3.0;1250;0.0034;0.012;0.0046;0.0135;0.0001;0.0003;0.0087;0.0306;0.0294;0.001;0.0001;0.0016;0.0028;0.0059;0.0007;0.0001;0.2742;0.1259;0.0009;0.004;0.0;0.0;436;498;34.5
1236;902;706;2.75;1015;0.0067;0.0109;0.005;0.0121;0.0043;0.0001;0.0001;0.0382;0.0342;0.0001;0.0014;0.0005;0.0026;0.0002;0.0003;0.0008;0.0653;0.0518;0.0001;0.001;0.002;0.0;247;324;48.0
1215;899;620;2.0;1230;0.0077;0.0101;0.0058;0.0111;0.0023;0.0001;0.0001;0.0333;0.0315;0.0001;0.0014;0.0021;0.0022;0.0002;0.0003;0.0006;0.0647;0.052;0.0001;0.002;0.0;0.0;236;329;52.0
1201;863;585;3.99;1323;0.0044;0.0112;0.0063;0.0159;0.0025;0.0001;0.0008;0.0285;0.0261;0.0014;0.0002;0.0018;0.011;0.0014;0.0004;0.0001;0.3226;0.1697;0.0003;0.005;0.0;0.0;387;487;35.5
1200;867;556;6.5;1250;0.0025;0.0122;0.007;0.0231;0.0037;0.0008;0.0012;0.0202;0.0192;0.002;0.0003;0.0025;0.0025;0.0008;0.0017;0.0007;0.2998;0.2397;0.0001;0.006;0.0;0.0;417;555;30.0
1185;881;570;2.5;860;0.0136;0.0104;0.0066;0.0144;0.0017;0.0001;0.0001;0.0221;0.0201;0.0001;0.0001;0.0027;0.0022;0.0;0.0001;0.0001;0.1;0.07;0.0018;0.003;0.0;0.0;256;357;47.0
1181;822;531;14.0;1000;0.0036;0.0138;0.0131;0.0279;0.0032;0.0004;0.002;0.0366;0.0333;0.0324;0.0001;0.0016;0.003;0.0041;0.0015;0.0001;0.3051;0.1958;0.0008;0.003;0.0;0.0;472;574;26.0
1205;819;574;3.0;1430;0.009;0.0124;0.0067;0.014;0.0001;0.0003;0.0015;0.0376;0.0352;0.0007;0.0;0.0012;0.003;0.0044;0.0007;0.0001;0.2254;0.1205;0.0007;0.004;0.0;0.0;360;428;40.5
1234;842;557;2.0;1250;0.0037;0.0124;0.0073;0.019;0.0001;0.0001;0.046;0.027;0.0245;0.0012;0.0;0.0012;0.0026;0.006;0.0026;0.0001;0.3522;0.1648;0.0011;0.005;0.0;0.0;594;618;24.0
1194;882;581;2.75;1130;0.0088;0.0148;0.0074;0.012;0.001;0.0001;0.0001;0.0296;0.0267;0.0004;0.0024;0.0014;0.0027;0.0014;0.0006;0.0001;0.1243;0.0997;0.0003;0.003;0.0;0.0;288;372;47.0
1216;851;518;2.0;1207;0.0036;0.013;0.0083;0.0206;0.0028;0.0003;0.0231;0.0265;0.0252;0.0251;0.0001;0.0032;0.003;0.003;0.0007;0.0022;0.2756;0.1388;0.0014;0.004;0.0;0.0;554;595;19.5
1152;879;579;2.75;905;0.0068;0.0096;0.0083;0.031;0.0015;0.0001;0.0001;0.0289;0.0264;0.0001;0.0001;0.0009;0.0022;0.0;0.0001;0.0001;0.13;0.09;0.0018;0.002;0.0;0.0;299;395;44.0
1182;866;619;3.0;1150;0.0097;0.0138;0.0068;0.0211;0.0037;0.0009;0.0002;0.0351;0.0307;0.0012;0.0001;0.0026;0.0025;0.0007;0.0003;0.0013;0.1546;0.1123;0.0003;0.002;0.0;0.0;331;416;44.0
1185;854;619;2.0;1219;0.0081;0.0082;0.0042;0.0089;0.002;0.0003;0.0001;0.0368;0.0357;0.0003;0.0016;0.0027;0.0023;0.0004;0.0003;0.0001;0.0656;0.0529;0.0003;0.003;0.003;0.0;211;303;45.5
1190;830;556;6.75;1040;0.0112;0.0115;0.0052;0.0098;0.002;0.0002;0.0001;0.0291;0.0245;0.0252;0.0015;0.0011;0.0028;0.0004;0.0002;0.0001;0.1845;0.1512;0.0001;0.004;0.0;0.0;348;453;33.0
1218;869;602;2.75;915;0.0118;0.0115;0.0132;0.0153;0.0001;0.0001;0.0002;0.0302;0.0222;0.0003;0.0001;0.0026;0.0025;0.0001;0.0001;0.0001;0.12;0.08;0.001;0.004;0.0;0.0;229;343;43.0
1201;848;532;6.1;1190;0.0028;0.0148;0.006;0.0191;0.0004;0.0006;0.0439;0.0347;0.0324;0.0208;0.0;0.0022;0.0036;0.0052;0.0008;0.0001;0.2826;0.1346;0.001;0.004;0.0;0.0;527;575;26.5
1198;808;502;3.6;1060;0.0043;0.0123;0.0068;0.0152;0.0001;0.0004;0.0159;0.0374;0.036;0.0162;0.0001;0.0012;0.0033;0.0034;0.0006;0.0001;0.2033;0.1123;0.0001;0.004;0.0;0.0;414;468;33.0
1222;886;611;4.0;1510;0.0076;0.0101;0.0054;0.0131;0.0022;0.0003;0.0001;0.0216;0.0183;0.0004;0.0;0.0024;0.0025;0.0011;0.0005;0.0012;0.1268;0.0885;0.0007;0.003;0.0;0.0;256;376;44.5
1174;886;751;8.0;1500;0.0021;0.0127;0.0106;0.8699;0.5143;0.0038;0.0031;0.0223;0.0199;0.0017;0.0003;0.0017;0.0035;0.0013;0.0031;0.0002;0.4849;0.2412;0.0005;0.0;0.0;0.0;385;502;30.5
1207;876;624;2.0;1230;0.0115;0.0141;0.0063;0.0108;0.0022;0.0001;0.0001;0.0379;0.0355;0.0001;0.0013;0.0008;0.0028;0.0003;0.0003;0.0007;0.0669;0.0517;0.0001;0.002;0.002;0.0;232;324;48.5
1198;860;580;4.0;1100;0.004;0.0113;0.0049;0.0133;0.002;0.0006;0.015;0.0356;0.0348;0.0012;0.0001;0.005;0.0034;0.0024;0.0007;0.002;0.2247;0.1194;0.0009;0.004;0.0;0.0;409;472;37.5
1225;891;606;6.0;1250;0.0009;0.0104;0.004;0.0113;0.0003;0.0001;0.0001;0.0303;0.029;0.0019;0.0001;0.0023;0.0024;0.002;0.0011;0.0014;0.8213;0.7114;0.0003;0.004;0.001;0.0;727;1045;18.5
1203;884;591;2.75;1015;0.0109;0.0116;0.0051;0.0112;0.0019;0.0003;0.0001;0.0282;0.0221;0.0004;0.0001;0.0021;0.0024;0.001;0.0006;0.0009;0.1178;0.0809;0.0004;0.003;0.0;0.0;285;383;46.0
1181;908;618;2.5;910;0.0092;0.0105;0.007;0.0102;0.0022;0.0002;0.0003;0.0421;0.0388;0.0001;0.0016;0.0015;0.0026;0.0011;0.0005;0.0003;0.0599;0.0463;0.0003;0.002;0.002;0.0;228;307;45.5
1239;872;592;2.0;1160;0.0036;0.0106;0.0055;0.0131;0.0015;0.0003;0.0157;0.0352;0.0317;0.0011;0.0001;0.0038;0.0063;0.0022;0.0007;0.0022;0.2097;0.1076;0.0011;0.004;0.0;0.0;418;479;37.0
1191;868;623;2.5;1265;0.018;0.0125;0.0067;0.0131;0.0021;0.0001;0.0001;0.0334;0.0312;0.0003;0.0;0.0007;0.0026;0.0003;0.0004;0.0001;0.0811;0.0561;0.0001;0.0;0.0;0.0;261;355;44.5
1190;857;578;5.05;1250;0.0009;0.0138;0.0076;0.0195;0.0003;0.0008;0.0256;0.0246;0.0217;0.0224;0.0;0.0016;0.0042;0.0056;0.0007;0.0001;0.2688;0.131;0.0009;0.003;0.0;0.0;500;551;29.5
1188;843;579;2.5;1249;0.0084;0.0121;0.0054;0.0125;0.0002;0.0001;0.0006;0.0248;0.0176;0.0006;0.0;0.0001;0.0029;0.0009;0.0007;0.0001;0.2311;0.1819;0.0001;0.004;0.0;0.0;420;474;38.5
1182;820;513;4.0;1160;0.0025;0.0142;0.0061;0.0177;0.0021;0.0008;0.0163;0.0278;0.0249;0.0138;0.0002;0.0014;0.0031;0.0034;0.0009;0.0001;0.1962;0.1084;0.0011;0.004;0.0;0.0;397;464;39.5
1235;885;577;4.0;1440;0.0072;0.0105;0.0042;0.0103;0.0009;0.0008;0.0256;0.0546;0.053;0.0015;0.0001;0.0017;0.0036;0.0043;0.0008;0.0001;0.2128;0.1211;0.001;0.002;0.002;0.0;451;507;34.0
1216;875;623;2.0;1230;0.0097;0.0118;0.0048;0.0095;0.0023;0.0006;0.0002;0.0305;0.0293;0.0003;0.0014;0.0005;0.0027;0.0003;0.0003;0.0001;0.0686;0.0547;0.0001;0.003;0.003;0.0;264;348;47.5
1221;867;641;2.0;1056;0.0111;0.0132;0.0063;0.0131;0.0024;0.0001;0.0001;0.0415;0.0392;0.0001;0.0013;0.0012;0.005;0.0002;0.0003;0.0001;0.0738;0.059;0.0002;0.001;0.002;0.0;175;282;44.5
1207;893;730;2.75;1243;0.012;0.0139;0.0081;0.0191;0.003;0.0002;0.0007;0.0317;0.0268;0.0006;0.0;0.0006;0.0027;0.0012;0.0006;0.0003;0.0716;0.0512;0.0006;0.003;0.0;0.0;273;352;45.5
1177;849;631;10.0;1150;0.0004;0.0085;0.0106;0.9295;0.0029;0.0023;0.0011;0.0229;0.0212;0.0016;0.0002;0.0027;0.003;0.0014;0.003;0.0001;0.5657;0.3258;0.0001;0.005;0.0;0.0;462;643;25.5
1220;855;617;2.0;1212;0.0115;0.014;0.0052;0.0132;0.0025;0.0009;0.0031;0.0317;0.0297;0.0003;0.0014;0.0013;0.0027;0.0016;0.0007;0.0006;0.0694;0.0542;0.0009;0.002;0.002;0.0;181;284;39.0
1205;875;583;5.0;1200;0.0035;0.0093;0.0029;0.0136;0.0001;0.0001;0.0302;0.0312;0.03;0.0187;0.0;0.0011;0.0023;0.0046;0.002;0.0001;0.289;0.136;0.0008;0.005;0.0;0.0;503;553;26.0
1207;839;593;4.75;1250;0.0092;0.0103;0.0058;0.0131;0.0017;0.0002;0.0001;0.0427;0.0381;0.0005;0.0001;0.0009;0.0024;0.0012;0.0007;0.0002;0.1168;0.0855;0.0003;0.004;0.0;0.0;329;409;42.0
1212;878;620;2.0;980;0.0092;0.0143;0.0073;0.0114;0.001;0.0001;0.0001;0.0391;0.0376;0.0001;0.0017;0.0009;0.003;0.0;0.0001;0.0008;0.0652;0.0566;0.0031;0.001;0.002;0.0;245;327;45.5
1233;846;602;2.0;870;0.0033;0.0087;0.0078;0.0198;0.0004;0.0001;0.0414;0.0333;0.0306;0.002;0.0;0.0014;0.002;0.0001;0.0001;0.0001;0.23;0.12;0.0013;0.006;0.0;0.0;498;546;32.0
1246;876;623;3.0;1310;0.0018;0.2998;0.0115;0.5793;0.0038;0.003;0.0013;0.0293;0.0289;0.0833;0.0002;0.002;0.0028;0.001;0.0026;0.0011;0.2918;0.1517;0.0001;0.004;0.003;0.0;682;713;23.0
1249;837;568;2.5;1180;0.0088;0.0094;0.0043;0.01;0.0024;0.0001;0.0001;0.0251;0.0225;0.0012;0.0001;0.0005;0.0024;0.0005;0.0003;0.0011;0.1997;0.1586;0.0001;0.0;0.0;0.0;359;456;45.0
1193;860;617;2.0;920;0.0117;0.0079;0.0068;0.0132;0.0001;0.0001;0.0001;0.0315;0.028;0.0001;0.0015;0.0012;0.0018;0.0001;0.0001;0.0001;0.07;0.06;0.0009;0.002;0.003;0.0;203;303;44.0
1210;846;557;3.2;1200;0.0018;0.0118;0.0087;0.0159;0.0001;0.0001;0.046;0.0227;0.0194;0.0014;0.0;0.0019;0.0034;0.0075;0.0025;0.0001;0.3557;0.1634;0.0011;0.004;0.0;0.0;594;603;29.5
